CCG_CODE,CCG_ONS_CODE,CCG_NAME,STP_ONS,STPNM,REGION_ONS_CODE,REGION_NAME,Appointment_Month,APPT_STATUS,HCP_TYPE,APPT_MODE,TIME_BETWEEN_BOOK_AND_APPT,COUNT_OF_APPOINTMENTS
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,1 Day,3850
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,15  to 21 Days,5493
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,2 to 7 Days,11929
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,22  to 28 Days,2335
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,8  to 14 Days,10327
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,More than 28 Days,832
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,Same Day,29749
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Face-to-Face,Unknown / Data Issue,4
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,1 Day,63
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,15  to 21 Days,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,2 to 7 Days,26
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,22  to 28 Days,2
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,8  to 14 Days,5
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,More than 28 Days,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,Same Day,285
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Home Visit,Unknown / Data Issue,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,1 Day,1311
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,15  to 21 Days,124
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,2 to 7 Days,2707
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,22  to 28 Days,26
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,8  to 14 Days,633
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,More than 28 Days,13
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,Same Day,10709
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,GP,Telephone,Unknown / Data Issue,3
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,1 Day,3420
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,3643
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,14740
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,1318
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,9927
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,More than 28 Days,765
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Face-to-Face,Same Day,9580
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Home Visit,1 Day,8
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Home Visit,15  to 21 Days,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Home Visit,2 to 7 Days,5
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Home Visit,8  to 14 Days,3
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Home Visit,Same Day,15
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,1 Day,420
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,15  to 21 Days,9
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,2 to 7 Days,360
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,8  to 14 Days,23
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,Same Day,1190
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Other Practice staff,Telephone,Unknown / Data Issue,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,Attended,Unknown,Telephone,Same Day,1
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,1 Day,332
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,15  to 21 Days,751
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,2 to 7 Days,1239
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,22  to 28 Days,289
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,8  to 14 Days,1324
W2U3Z,E38000256,NHS North West London CCG,E54000027,North West London Health And Care Partnership  STP,E40000003,London,MAR2019,DNA,GP,Face-to-Face,More than 28 Days,123
